OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
163,32312,353,37,Leon,Leon-32312,Tallahassee,Tallahassee,584,Leon-32312,"Orlando, Tallahassee",1210,1210,1.16766908563838,0.0258903213273405
164,32317,355,37,Leon,Leon-32317,Tallahassee,Tallahassee,585,Leon-32317,"Centerville, Tallahassee",544,544,0.537464383164541,0.0105317380571424
165,32320,356,19,Franklin,Franklin-32320,Apalachicola,Apalachicola,362,Franklin-32320,Apalachicola,203,203,1.32697157740592,0.0163727213628152
166,32321,361,39,Liberty,Liberty-32321,Bristol,"Bristol, Lake Mystic, Sumatra",600,Liberty-32321,Bristol,520,520,2.31760145237395,0.0890130915115222
167,32322,362,19,Franklin,Franklin-32322,Carrabelle,Carrabelle,363,Franklin-32322,Carrabelle,442,442,1.5817153436761,0.0404245581622305
168,32324,366,20,Gadsden,Gadsden-32324,Chattahoochee,"Gretna, Chattahoochee",369,Gadsden-32324,Chattahoochee,582,582,0.74808569767435,0.0161284856983968
169,32327,369,37,Leon,Leon-32327,Crawfordville,Woodville,586,Leon-32327,Crawfordville,<5,-2,0.472276103213252,0.000286459848388118
170,32327,370,65,Wakulla,Wakulla-32327,Crawfordville,"St. Marks, Crawfordville, Woodville",1096,Wakulla-32327,"Crawfordville, Wakulla Springs",1568,1568,3.47147676183566,0.085638630379662
171,32328,371,19,Franklin,Franklin-32328,Eastpoint,"Eastpoint, St. George Island",365,Franklin-32328,"Eastpoint, Saint George Island",169,169,3.98605701949994,0.0653021259305477
172,32331,376,33,Jefferson,Jefferson-32331,Greenville,Greenville,503,Jefferson-32331,Greenville,<5,-2,0.714787401103879,0.0130823857641299
173,32331,377,40,Madison,Madison-32331,Greenville,Greenville,604,Madison-32331,Greenville,200,200,1.88577426396101,0.0634521071015657
174,32331,378,62,Taylor,Taylor-32331,Greenville,Greenville,1056,Taylor-32331,Greenville,9,9,0.907925063465485,0.0176131982522103
175,32332,379,20,Gadsden,Gadsden-32332,Gretna,Gretna,370,Gadsden-32332,Gretna,152,152,0.191454430351522,0.000821674756855177
176,32333,381,20,Gadsden,Gadsden-32333,Havana,"Havana, Midway",371,Gadsden-32333,Havana,633,633,1.02302169210159,0.0259595600301125
177,32334,386,39,Liberty,Liberty-32334,Hosford,Hosford,601,Liberty-32334,Hosford,96,96,2.35091939530952,0.115562472264163
178,32336,388,33,Jefferson,Jefferson-32336,Lamont,Lamont,504,Jefferson-32336,Lamont,56,56,2.05796422544811,0.0554781361935895
179,32336,389,40,Madison,Madison-32336,Lamont,Lamont,605,Madison-32336,Lamont,9,9,0.579375526644878,0.00709509764041136
180,32336,390,62,Taylor,Taylor-32336,Lamont,Lamont,1057,Taylor-32336,Lamont,<5,-2,1.14638909695778,0.00989804760381649
181,32340,394,40,Madison,Madison-32340,Madison,"Lee, Madison",606,Madison-32340,Madison,898,898,1.92750348966232,0.0636644261748344
182,32343,396,20,Gadsden,Gadsden-32343,Midway,Midway,372,Gadsden-32343,Midway,257,257,0.411332045588544,0.00259857541616148
183,32344,399,33,Jefferson,Jefferson-32344,Monticello,"Monticello, Aucilla, Lloyd, Wacissa, Waukeenah",505,Jefferson-32344,Monticello,714,714,2.03886985401266,0.0799155690305036
184,32346,403,19,Franklin,Franklin-32346,Panacea,Panacea,366,Franklin-32346,Alligator Point,<5,-2,1.06948520562507,0.00613589462245484
185,32346,404,65,Wakulla,Wakulla-32346,Panacea,Panacea,1097,Wakulla-32346,"Alligator Point, Panacea",67,67,1.5820598781523,0.00441717350480542
186,32347,408,62,Taylor,Taylor-32347,Perry,Perry,1058,Taylor-32347,Perry,398,398,3.16809255521917,0.108665455730204
187,32348,410,62,Taylor,Taylor-32348,Perry,Perry,1059,Taylor-32348,Perry,1206,1206,2.51650288113483,0.0986705177531292
188,32350,413,40,Madison,Madison-32350,Pinetta,Pinetta,607,Madison-32350,Pinetta,43,43,0.607304743352994,0.0111374400142131
189,32351,414,20,Gadsden,Gadsden-32351,Quincy,"Gretna, Quincy, Greensboro, Midway",373,Gadsden-32351,"Orlando, Quincy",1392,1392,1.82095479461073,0.0584535996819251
190,32352,419,20,Gadsden,Gadsden-32352,Quincy,"Gretna, Quincy",374,Gadsden-32352,"Mount Pleasant, Quincy",311,311,0.858563547112334,0.0247246018337678
191,32355,420,65,Wakulla,Wakulla-32355,Saint Marks,St. Marks,1098,Wakulla-32355,Saint Marks,12,12,0.072815666994519,0.000247289768324974
192,32356,422,62,Taylor,Taylor-32356,Salem,Salem,1060,Taylor-32356,Salem,<5,-2,0.484244173747488,0.00908580360590578
193,32358,423,19,Franklin,Franklin-32358,Sopchoppy,Sopchoppy,367,Franklin-32358,,0,0,0.496542244501093,0.00305994106584352
194,32358,426,65,Wakulla,Wakulla-32358,Sopchoppy,Sopchoppy,1099,Wakulla-32358,Sopchoppy,80,80,1.57903429892466,0.059262144592044
195,32359,427,15,Dixie,Dixie-32359,Steinhatchee,Steinhatchee,296,Dixie-32359,Steinhatchee,9,9,2.00003588741361,0.0232049040889256
196,32359,429,62,Taylor,Taylor-32359,Steinhatchee,Steinhatchee,1061,Taylor-32359,"Jena, Steinhatchee",78,78,0.596879957814658,0.010162946741449
197,32360,430,39,Liberty,Liberty-32360,Telogia,Telogia,602,Liberty-32360,Telogia,10,10,0.0222676594474756,3.2809411130047e-05
198,32399,431,37,Leon,Leon-32399,Tallahassee,Tallahassee,587,Leon-32399,Tallahassee,94,94,0.0232389406035147,1.74677957200601e-05
199,32401,432,3,Bay,Bay-32401,Panama City,"Panama City, Parker, Springfield, Cedar Grove",27,Bay-32401,"Hialeah, Panama City, Panama City Beach",1040,1040,0.466215601474533,0.00275954203916474
200,32403,433,3,Bay,Bay-32403,Panama City,Tyndall AFB,28,Bay-32403,"Panama City, Tyndall Air Force Base",58,58,2.13383131518175,0.0149884041398427
201,32404,434,3,Bay,Bay-32404,Panama City,"Panama City, Parker, Springfield, Callaway, Lynn Haven, Tyndall AFB",29,Bay-32404,"Callaway, Orlando, Panama City, Parker",2047,2047,1.85399642910014,0.0502792216674949
202,32405,437,3,Bay,Bay-32405,Panama City,"Panama City, Springfield, Lynn Haven, Cedar Grove, Pretty Bayou",30,Bay-32405,Panama City,1636,1636,0.604679030142292,0.00453326558378035
203,32407,438,3,Bay,Bay-32407,Panama City Beach,"Panama City Beach, Upper Grand Lagoon",31,Bay-32407,"Panama City, Panama City Beach",602,602,0.71410192227304,0.00507875171865988
204,32408,439,3,Bay,Bay-32408,Panama City,"Panama City Beach, Lower Grand Lagoon, Upper Grand Lagoon",32,Bay-32408,"Panama City, Panama City Beach, Winter Park",767,767,0.568048863699366,0.00288846003001522
205,32409,440,3,Bay,Bay-32409,Panama City,Lynn Haven,33,Bay-32409,"Panama City, Southport",425,425,1.41007833979555,0.0382672406493679
206,32413,442,3,Bay,Bay-32413,Panama City Beach,"Panama City Beach, Laguna Beach",34,Bay-32413,"Alys Beach, Inlet Beach, Panama City, Panama City Beach, Rosemary Beach, Seacrest, Watersound, West Panama City Beach",626,626,0.857298303538647,0.0226720307895147
207,32420,447,32,Jackson,Jackson-32420,Alford,Alford,490,Jackson-32420,Alford,114,114,0.705977323126314,0.0139047475152142
208,32420,448,67,Washington,Washington-32420,Alford,Alford,1112,Washington-32420,Alford,<5,-2,0.129949717603156,0.000599203578479586
209,32421,450,7,Calhoun,Calhoun-32421,Altha,Altha,133,Calhoun-32421,Altha,201,201,1.56683047502456,0.0376246876264123
210,32423,453,32,Jackson,Jackson-32423,Bascom,"Malone, Bascom",491,Jackson-32423,Bascom,48,48,0.953302177743718,0.0173374047880957
211,32424,454,7,Calhoun,Calhoun-32424,Blountstown,Blountstown,134,Calhoun-32424,"Blountstown, Winter Park",641,641,1.48231825289349,0.0379023065338629
212,32425,458,30,Holmes,Holmes-32425,Bonifay,"Caryville, Esto, Noma, Bonifay",476,Holmes-32425,"Bonifay, Caryville, Crestview, Orlando",951,951,1.20637647256516,0.0579533231300089
213,32425,460,67,Washington,Washington-32425,Bonifay,"Caryville, Bonifay",1113,Washington-32425,Bonifay,13,13,0.813918682981301,0.00954547850895672
214,32426,462,32,Jackson,Jackson-32426,Campbellton,"Campbellton, Jacob City",492,Jackson-32426,Campbellton,38,38,0.608221228284827,0.0113140396204511
215,32427,465,67,Washington,Washington-32427,Caryville,"Caryville, Westville",1114,Washington-32427,Caryville,75,75,0.801515459654656,0.0129435066213346
216,32428,468,32,Jackson,Jackson-32428,Chipley,Chipley,493,Jackson-32428,Chipley,<5,-2,0.312964998977749,0.000640664384974056
217,32428,469,67,Washington,Washington-32428,Chipley,"Chipley, Wausau",1115,Washington-32428,"Chipley, Orlando, Sunny Hills",1284,1284,1.71294105693927,0.0706562670904956
218,32430,470,7,Calhoun,Calhoun-32430,Clarksville,Clarksville,135,Calhoun-32430,Clarksville,63,63,0.976438849393948,0.0178889249713597
219,32431,471,32,Jackson,Jackson-32431,Cottondale,"Cottondale, Alford, Jacob City",494,Jackson-32431,Cottondale,306,306,1.01576152759648,0.0213729765153407
220,32431,472,67,Washington,Washington-32431,Cottondale,Cottondale,1116,Washington-32431,Cottondale,8,8,0.380380806188827,0.00426577380180165
221,32433,476,66,Walton,Walton-32433,Defuniak Springs,"Paxton, DeFuniak Springs",1100,Walton-32433,Defuniak Springs,1035,1035,2.11813045907559,0.0663964765390066
222,32435,479,66,Walton,Walton-32435,Defuniak Springs,"DeFuniak Springs, Freeport",1101,Walton-32435,Defuniak Springs,319,319,1.74264394106782,0.0671163785908261
223,32437,480,3,Bay,Bay-32437,Ebro,Ebro,35,Bay-32437,Ebro,5,5,0.458796614494783,0.00361308331995585
224,32437,482,67,Washington,Washington-32437,Ebro,Ebro,1117,Washington-32437,Ebro,33,33,0.496677071652469,0.0042748099093374
225,32438,483,3,Bay,Bay-32438,Fountain,Fountain,36,Bay-32438,Fountain,96,96,0.502357982373389,0.012016732998702
226,32438,484,7,Calhoun,Calhoun-32438,Fountain,Fountain,136,Calhoun-32438,,0,0,0.314722359917594,0.00233049494914957
227,32438,486,67,Washington,Washington-32438,Fountain,Fountain,1118,Washington-32438,,0,0,0.201106004722392,0.000481664060881488
228,32439,487,66,Walton,Walton-32439,Freeport,Freeport,1102,Walton-32439,Freeport,504,504,1.56629817004475,0.0381994744130019
229,32440,489,30,Holmes,Holmes-32440,Graceville,Graceville,477,Holmes-32440,Graceville,10,10,0.620497766053129,0.00704634183878382
230,32440,490,32,Jackson,Jackson-32440,Graceville,"Campbellton, Graceville",495,Jackson-32440,"Graceville, Orlando",969,969,0.794632972087481,0.0187699048797367
231,32442,492,7,Calhoun,Calhoun-32442,Grand Ridge,Grand Ridge,137,Calhoun-32442,,0,0,0.271553406016761,0.00253783264147459
232,32442,494,32,Jackson,Jackson-32442,Grand Ridge,"Sneads, Grand Ridge",496,Jackson-32442,Grand Ridge,190,190,1.17212262618164,0.0215709695241686
233,32443,496,32,Jackson,Jackson-32443,Greenwood,Greenwood,497,Jackson-32443,Greenwood,175,175,0.785635892318658,0.0141721775994056
234,32444,497,3,Bay,Bay-32444,Lynn Haven,"Panama City, Lynn Haven",37,Bay-32444,Lynn Haven,1281,1281,0.494733659105604,0.00275242231367578
235,32445,499,32,Jackson,Jackson-32445,Malone,Malone,498,Jackson-32445,Malone,285,285,0.35800889414313,0.00471396793459259
236,32446,500,32,Jackson,Jackson-32446,Marianna,"Greenwood, Marianna, Jacob City",499,Jackson-32446,Marianna,958,958,1.68601559872435,0.0418944016111851
237,32448,502,32,Jackson,Jackson-32448,Marianna,"Cottondale, Marianna",500,Jackson-32448,Marianna,498,498,1.38854018392361,0.0473316452032472
238,32449,504,7,Calhoun,Calhoun-32449,Wewahitchka,Wewahitchka,138,Calhoun-32449,"Kinard, Wewahitchka",32,32,0.81623984337505,0.0240569022333886
239,32455,506,30,Holmes,Holmes-32455,Ponce De Leon,"Ponce de Leon, Westville",478,Holmes-32455,"Ponce De Leon, Red Bay",130,130,0.99911618893059,0.0178107438698919
240,32455,507,66,Walton,Walton-32455,Ponce De Leon,Ponce de Leon,1103,Walton-32455,Ponce De Leon,6,6,1.92783898615353,0.0339088397676966
241,32456,509,3,Bay,Bay-32456,Port Saint Joe,Mexico Beach,38,Bay-32456,,0,0,0.279485464412878,0.000809283034229683
242,32456,511,23,Gulf,Gulf-32456,Port Saint Joe,"Mexico Beach, Port St. Joe",385,Gulf-32456,"Cape San Blas, Mexico Beach, Port Saint Joe",468,468,2.29614250392043,0.0515764102480394
243,32459,513,66,Walton,Walton-32459,Santa Rosa Beach,Miramar Beach,1104,Walton-32459,"Orlando, Point Washington, Santa Rosa Beach",1168,1168,1.26283824856249,0.0170668541908552
244,32460,516,32,Jackson,Jackson-32460,Sneads,"Sneads, Chattahoochee",501,Jackson-32460,"Orlando, Sneads",380,380,1.10377829605929,0.0199538445126756
245,32461,518,66,Walton,Walton-32461,Inlet Beach,Inlet Beach,1105,Walton-32461,"Inlet Beach, Rosemary Beach, Seacrest, Watersound",135,135,0.254009174102237,0.00162765582059181
246,32462,519,3,Bay,Bay-32462,Vernon,Vernon,39,Bay-32462,Vernon,<5,-2,0.368658634193067,0.000344000604665523
247,32462,520,66,Walton,Walton-32462,Vernon,Vernon,1106,Walton-32462,Vernon,<5,-2,0.803303988805262,0.00573108720821371
248,32462,521,67,Washington,Washington-32462,Vernon,Vernon,1119,Washington-32462,Vernon,160,160,1.76481111693534,0.0438473317524568
249,32464,522,30,Holmes,Holmes-32464,Westville,"Caryville, Ponce de Leon, Westville",479,Holmes-32464,Westville,151,151,1.46438362681616,0.0366105104227589
250,32464,523,66,Walton,Walton-32464,Westville,Westville,1107,Walton-32464,Westville,<5,-2,0.615473780641217,0.00582821608416947
251,32465,527,19,Franklin,Franklin-32465,Wewahitchka,Wewahitchka,368,Franklin-32465,,0,0,0.502544296743604,0.00270241297973102
252,32465,528,23,Gulf,Gulf-32465,Wewahitchka,Wewahitchka,386,Gulf-32465,"Wewahitchka, White City",618,618,1.83189091397821,0.0863275768278453
253,32466,530,3,Bay,Bay-32466,Youngstown,Youngstown,40,Bay-32466,"Bayou George, Youngstown",219,219,1.36143286473989,0.0290120804558669
254,32466,531,7,Calhoun,Calhoun-32466,Youngstown,Youngstown,139,Calhoun-32466,,0,0,0.676881301542405,0.0172565036092896
255,32466,532,67,Washington,Washington-32466,Youngstown,Youngstown,1120,Washington-32466,Youngstown,<5,-2,0.37492486331841,0.0034027597632717
256,32501,533,17,Escambia,Escambia-32501,Pensacola,"Pensacola, Brent, Goulding, West Pensacola",336,Escambia-32501,Pensacola,1031,1031,0.168993088202949,0.000894078701645119
257,32502,534,17,Escambia,Escambia-32502,Pensacola,"Pensacola, Warrington",337,Escambia-32502,Pensacola,316,316,0.22377639728696,0.00060778478505507
258,32503,535,17,Escambia,Escambia-32503,Pensacola,"Pensacola, Brent, Ensley, Ferry Pass, Goulding",338,Escambia-32503,Pensacola,1575,1575,0.33726192686422,0.00316872350091927
259,32504,536,17,Escambia,Escambia-32504,Pensacola,"Pensacola, Brent, Ensley, Ferry Pass",339,Escambia-32504,"Orlando, Pensacola",1223,1223,0.257638259292462,0.00264749132948537
260,32505,537,17,Escambia,Escambia-32505,Pensacola,"Pensacola, Bellview, Brent, Ensley, Goulding, Myrtle Grove, Warrington, West Pensacola",340,Escambia-32505,Pensacola,1383,1383,0.340322867420949,0.0033331858075853
261,32506,538,17,Escambia,Escambia-32506,Pensacola,"Bellview, Myrtle Grove, Warrington, West Pensacola",341,Escambia-32506,"Orlando, Pensacola",1369,1369,0.568401184338886,0.00803001709395493
262,32507,540,17,Escambia,Escambia-32507,Pensacola,"Pensacola, Myrtle Grove, Warrington, West Pensacola",342,Escambia-32507,"Pensacola, Perdido Key",984,984,1.34188091479925,0.00644450841361462
263,32508,541,17,Escambia,Escambia-32508,Pensacola,Warrington,343,Escambia-32508,Pensacola,79,79,0.253394061165198,0.00230499077078486
264,32509,542,17,Escambia,Escambia-32509,Pensacola,Bellview,344,Escambia-32509,Pensacola,5,5,0.0657344066513099,0.000276220615045185
265,32511,543,17,Escambia,Escambia-32511,Pensacola,"Myrtle Grove, West Pensacola",345,Escambia-32511,Pensacola,35,35,0.045203013221384,5.83443340348309e-05
266,32512,544,17,Escambia,Escambia-32512,Pensacola,Myrtle Grove,346,Escambia-32512,"Pensacola, Pensacola Naval Hospital",67,67,0.0149616585615538,1.31608893749765e-05
267,32514,545,17,Escambia,Escambia-32514,Pensacola,"Pensacola, Ensley, Ferry Pass, Gonzalez",347,Escambia-32514,"Orlando, Pensacola",2389,2389,0.337669951307171,0.00485574888158886
268,32526,548,17,Escambia,Escambia-32526,Pensacola,"Bellview, Brent, Ensley, Myrtle Grove, West Pensacola",348,Escambia-32526,"Bellview, Orlando, Pensacola",1800,1800,0.891683406632577,0.0143874296157152
269,32531,550,46,Okaloosa,Okaloosa-32531,Baker,Baker,689,Okaloosa-32531,Baker,293,293,1.16115259359027,0.0492887987069737
270,32531,551,57,Santa Rosa,Santa Rosa-32531,Baker,Munson,954,Santa Rosa-32531,Baker,<5,-2,0.683807673675887,0.00577081565069215
271,32533,553,17,Escambia,Escambia-32533,Cantonment,"Ensley, Gonzalez, Molino",349,Escambia-32533,"Cantonment, Orlando",1414,1414,0.785206052544983,0.0195893004168335
272,32534,555,17,Escambia,Escambia-32534,Pensacola,"Brent, Ensley, Gonzalez",350,Escambia-32534,"Orlando, Pensacola",748,748,0.284921856571947,0.00241105553517556
273,32535,557,17,Escambia,Escambia-32535,Century,Century,351,Escambia-32535,"Century, Orlando",968,968,0.99194130832669,0.0181396835016364
274,32536,559,46,Okaloosa,Okaloosa-32536,Crestview,Crestview,690,Okaloosa-32536,"Crestview, Orlando",1053,1053,0.640378250814963,0.0109221396007394
275,32539,560,46,Okaloosa,Okaloosa-32539,Crestview,Crestview,691,Okaloosa-32539,"Crestview, Orlando",1499,1499,0.875238434685087,0.0283085715155551
276,32539,561,66,Walton,Walton-32539,Crestview,Crestview,1108,Walton-32539,Crestview,<5,-2,0.50711909056918,0.00314143019024502
277,32541,562,46,Okaloosa,Okaloosa-32541,Destin,"Destin, Miramar Beach",692,Okaloosa-32541,"Destin, Orlando",1059,1059,0.478529983960791,0.00266094440371702
278,32542,564,46,Okaloosa,Okaloosa-32542,Eglin Afb,"Valparaiso, Eglin AFB, Lake Lorraine",693,Okaloosa-32542,"Duke Field Air Force Station, Eglin, Eglin Air Force Base",134,134,1.85444583803806,0.0813106770374548
279,32542,565,57,Santa Rosa,Santa Rosa-32542,Navarre,"Muddy Ford, Holley, Navarre",955,Santa Rosa-32542,,0,0,1.14979479694678,0.0262791006640739
280,32544,567,46,Okaloosa,Okaloosa-32544,Hurlburt Field,Hurlburt Field,694,Okaloosa-32544,Hurlburt Field,49,49,0.24712597104126,0.00084817993651966
281,32547,568,46,Okaloosa,Okaloosa-32547,Fort Walton Beach,"Fort Walton Beach, Ocean City, Wright",695,Okaloosa-32547,Fort Walton Beach,1896,1896,0.402239994080404,0.0055810771378205
282,32548,569,46,Okaloosa,Okaloosa-32548,Fort Walton Beach,"Cinco Bayou, Fort Walton Beach, Mary Esther, Ocean City, Wright",696,Okaloosa-32548,"Cinco Bayou, Fort Walton Beach",1158,1158,0.98352169224105,0.00334548126759665
283,32550,572,66,Walton,Walton-32550,Miramar Beach,Miramar Beach,1109,Walton-32550,"Destin, Miramar Beach",391,391,0.300150168488759,0.00168372161593779
284,32561,573,17,Escambia,Escambia-32561,Gulf Breeze,"Gulf Breeze, Navarre Beach, Oriole Beach, Woodlawn Beach",352,Escambia-32561,"Gulf Breeze, Pensacola, Pensacola Beach",24,24,0.858370358254202,0.00183303106949394
285,32561,574,57,Santa Rosa,Santa Rosa-32561,Gulf Breeze,"Gulf Breeze, Midway, Oriole Beach",956,Santa Rosa-32561,"Gulf Breeze, Pensacola Beach",352,352,0.280692371789989,0.000761687208119463
286,32563,575,57,Santa Rosa,Santa Rosa-32563,Gulf Breeze,"Gulf Breeze, Midway, Navarre, Oriole Beach, Tiger Point, Woodlawn Beach",957,Santa Rosa-32563,Gulf Breeze,1080,1080,0.60271330731742,0.00450655331317994
287,32564,576,46,Okaloosa,Okaloosa-32564,Holt,Harold,697,Okaloosa-32564,Holt,78,78,0.771086661446053,0.0126425194639944
288,32564,577,57,Santa Rosa,Santa Rosa-32564,Holt,"Harold, Munson, Springhill",958,Santa Rosa-32564,Holt,<5,-2,0.855941499707971,0.0146088243549282
289,32565,580,57,Santa Rosa,Santa Rosa-32565,Jay,"Jay, Allentown, Berrydale, Brownsdale, Chumuckla, Cobbtown, Dixonville, Fidelis, Mount Carmel, Pine Level, Whitfield",959,Santa Rosa-32565,Jay,215,215,1.59262216197665,0.0558252300574335
290,32566,582,57,Santa Rosa,Santa Rosa-32566,Navarre,"Holley, Midway, Navarre",960,Santa Rosa-32566,"Gulf Breeze, Navarre",1486,1486,1.0052706524163,0.00825662560129945
291,32567,584,46,Okaloosa,Okaloosa-32567,Laurel Hill,Laurel Hill,698,Okaloosa-32567,Laurel Hill,126,126,1.01303483919116,0.0220357979238151
